timestamp,service,level,message,user_id
2024-03-02 08:00:00,api,INFO,Timeout,120
2024-03-02 08:05:00,web,WARN,Null pointer,114
2024-03-02 08:10:00,etl,INFO,Completed,111
2024-03-02 08:15:00,etl,INFO,Retrying,120
2024-03-02 08:20:00,db,INFO,Failed connection,118
2024-03-02 08:25:00,web,INFO,Completed,116
2024-03-02 08:30:00,api,INFO,Completed,109
2024-03-02 08:35:00,db,INFO,Completed,107
2024-03-02 08:40:00,api,WARN,Failed connection,114
2024-03-02 08:45:00,api,INFO,Started,100
2024-03-02 08:50:00,web,INFO,OK,100
2024-03-02 08:55:00,etl,INFO,Timeout,110
2024-03-02 09:00:00,etl,INFO,Null pointer,106
2024-03-02 09:05:00,api,INFO,Timeout,107
2024-03-02 09:10:00,etl,INFO,Retrying,110
2024-03-02 09:15:00,api,INFO,Started,107
2024-03-02 09:20:00,db,INFO,Retrying,108
2024-03-02 09:25:00,api,INFO,Timeout,100
2024-03-02 09:30:00,db,INFO,Null pointer,114
2024-03-02 09:35:00,etl,INFO,Failed connection,118
2024-03-02 09:40:00,web,INFO,Timeout,105
2024-03-02 09:45:00,web,INFO,Completed,100
2024-03-02 09:50:00,web,WARN,Timeout,
2024-03-02 09:55:00,api,INFO,Completed,117
2024-03-02 10:00:00,api,INFO,Failed connection,102
2024-03-02 10:05:00,api,INFO,Timeout,120
2024-03-02 10:10:00,db,WARN,Started,100
2024-03-02 10:15:00,web,ERROR,Started,112
2024-03-02 10:20:00,etl,WARN,Retrying,100
2024-03-02 10:25:00,api,WARN,Failed connection,113
2024-03-02 10:30:00,etl,INFO,Started,110
2024-03-02 10:35:00,web,WARN,Timeout,103
2024-03-02 10:40:00,etl,INFO,Failed connection,118
2024-03-02 10:45:00,web,INFO,Null pointer,105
2024-03-02 10:50:00,,INFO,Completed,119
2024-03-02 10:55:00,api,INFO,Timeout,108
2024-03-02 11:00:00,etl,ERROR,Completed,112
2024-03-02 11:05:00,etl,INFO,Completed,112
2024-03-02 11:10:00,api,WARN,Failed connection,103
2024-03-02 11:15:00,api,INFO,Failed connection,116
2024-03-02 11:20:00,api,INFO,Retrying,112
2024-03-02 11:25:00,db,INFO,Completed,100
2024-03-02 11:30:00,etl,INFO,Retrying,110
2024-03-02 11:35:00,etl,ERROR,Completed,120
2024-03-02 11:40:00,db,INFO,Retrying,104
2024-03-02 11:45:00,web,INFO,Retrying,102
2024-03-02 11:50:00,api,ERROR,Null pointer,111
2024-03-02 11:55:00,etl,INFO,Retrying,102
2024-03-02 12:00:00,etl,ERROR,Failed connection,120
2024-03-02 12:05:00,web,INFO,Retrying,112
2024-03-02 12:10:00,web,INFO,Completed,114
2024-03-02 12:15:00,web,INFO,Retrying,102
2024-03-02 12:20:00,api,INFO,Started,
2024-03-02 12:25:00,web,INFO,OK,111
2024-03-02 12:30:00,api,WARN,Completed,102
2024-03-02 12:35:00,api,ERROR,Started,118
2024-03-02 12:40:00,api,WARN,Completed,116
2024-03-02 12:45:00,api,INFO,Failed connection,104
2024-03-02 12:50:00,api,INFO,OK,101
2024-03-02 12:55:00,web,INFO,OK,111
2024-03-02 13:00:00,db,INFO,Failed connection,114
2024-03-02 13:05:00,api,WARN,OK,103
2024-03-02 13:10:00,api,INFO,Failed connection,102
2024-03-02 13:15:00,api,INFO,Started,119
2024-03-02 13:20:00,api,INFO,Null pointer,106
2024-03-02 13:25:00,api,,Completed,117
2024-03-02 13:30:00,db,INFO,Failed connection,112
2024-03-02 13:35:00,api,INFO,Completed,105
2024-03-02 13:40:00,etl,INFO,Started,112
2024-03-02 13:45:00,api,INFO,Null pointer,104
2024-03-02 13:50:00,db,INFO,Started,110
2024-03-02 13:55:00,web,INFO,OK,114
2024-03-02 14:00:00,db,WARN,Completed,115
2024-03-02 14:05:00,web,INFO,Timeout,111
2024-03-02 14:10:00,api,WARN,Null pointer,112
